sample_id,audio_class,confidence,sound_level,decision_method,baby_cry_probability,noise_probability,normal_probability
2860,Baby_Cry,0.979667,0.013944,AST Model,0.979667,0.020191,0.000142
2861,Normal,1,0.005792,RMS Threshold,0,0,1
2862,Baby_Cry,0.557278,0.016826,AST Model,0.557278,0.44242,0.000302
2863,Normal,1,0.006482,RMS Threshold,0,0,1
2864,Normal,1,0.008629,RMS Threshold,0,0,1
2865,Normal,1,0.007445,RMS Threshold,0,0,1
2866,Normal,1,0.006582,RMS Threshold,0,0,1
2867,Normal,1,0.007644,RMS Threshold,0,0,1
2868,Normal,1,0.003192,RMS Threshold,0,0,1
2869,Normal,1,0.003665,RMS Threshold,0,0,1
2870,Normal,1,0.008129,RMS Threshold,0,0,1
2871,Baby_Cry,0.988495,0.012284,AST Model,0.988495,0.011375,0.00013
2872,Noise,0.845156,0.010377,AST Model,0.153965,0.845156,0.000879
2873,Normal,1,0.00422,RMS Threshold,0,0,1
2874,Normal,1,0.003896,RMS Threshold,0,0,1
2875,Baby_Cry,0.97893,0.012012,AST Model,0.97893,0.020897,0.000173
2876,Normal,1,0.005608,RMS Threshold,0,0,1
2877,Normal,1,0.003812,RMS Threshold,0,0,1
2878,Normal,1,0.007775,RMS Threshold,0,0,1
2879,Normal,1,0.008716,RMS Threshold,0,0,1
2880,Normal,1,0.003145,RMS Threshold,0,0,1
2881,Normal,1,0.004295,RMS Threshold,0,0,1
2882,Normal,1,0.004601,RMS Threshold,0,0,1
2883,Normal,1,0.00602,RMS Threshold,0,0,1
2884,Noise,0.956501,0.018068,AST Model,0.042396,0.956501,0.001103
2885,Normal,1,0.0054,RMS Threshold,0,0,1
2886,Normal,1,0.006478,RMS Threshold,0,0,1
2887,Normal,1,0.005944,RMS Threshold,0,0,1
2888,Normal,1,0.008306,RMS Threshold,0,0,1
2889,Normal,1,0.006903,RMS Threshold,0,0,1
2890,Normal,1,0.006117,RMS Threshold,0,0,1
2891,Normal,1,0.007944,RMS Threshold,0,0,1
2892,Normal,1,0.00428,RMS Threshold,0,0,1
2893,Normal,1,0.003041,RMS Threshold,0,0,1
2894,Normal,1,0.003413,RMS Threshold,0,0,1
2895,Normal,1,0.00338,RMS Threshold,0,0,1
2896,Normal,1,0.004613,RMS Threshold,0,0,1
2897,Normal,1,0.003484,RMS Threshold,0,0,1
2898,Normal,1,0.007137,RMS Threshold,0,0,1
2899,Normal,1,0.007471,RMS Threshold,0,0,1
2900,Normal,1,0.004587,RMS Threshold,0,0,1
2901,Normal,1,0.006575,RMS Threshold,0,0,1
2902,Normal,1,0.003907,RMS Threshold,0,0,1
2903,Normal,1,0.00332,RMS Threshold,0,0,1
2904,Baby_Cry,0.604112,0.017882,AST Model,0.604112,0.395446,0.000443
2905,Baby_Cry,0.994144,0.03377,AST Model,0.994144,0.005714,0.000142
2906,Baby_Cry,0.987954,0.055475,AST Model,0.987954,0.011896,0.00015
2907,Baby_Cry,0.989045,0.048411,AST Model,0.989045,0.010779,0.000177
2908,Baby_Cry,0.996675,0.059534,AST Model,0.996675,0.003163,0.000161
2909,Noise,0.524038,0.02209,AST Model,0.475456,0.524038,0.000506
2910,Baby_Cry,0.980511,0.062546,AST Model,0.980511,0.019331,0.000157
2911,Baby_Cry,0.990309,0.019153,AST Model,0.990309,0.009562,0.000129
2912,Baby_Cry,0.983116,0.020446,AST Model,0.983116,0.016684,0.0002
2913,Baby_Cry,0.985865,0.017612,AST Model,0.985865,0.014012,0.000123
2914,Baby_Cry,0.987106,0.009788,AST Model,0.987106,0.012696,0.000198
2915,Normal,1,0.005488,RMS Threshold,0,0,1
2916,Normal,1,0.008239,RMS Threshold,0,0,1
2917,Noise,0.999722,0.00987,AST Model,0.000151,0.999722,0.000127
2918,Normal,1,0.007992,RMS Threshold,0,0,1
2919,Normal,1,0.004941,RMS Threshold,0,0,1
2920,Noise,0.99821,0.009235,AST Model,0.000314,0.99821,0.001475
2921,Normal,1,0.008647,RMS Threshold,0,0,1
2922,Normal,1,0.008098,RMS Threshold,0,0,1
2923,Normal,1,0.008031,RMS Threshold,0,0,1
2924,Normal,1,0.003434,RMS Threshold,0,0,1
2925,Baby_Cry,0.998879,0.03082,AST Model,0.998879,0.000976,0.000145
2926,Normal,1,0.00541,RMS Threshold,0,0,1
2927,Normal,1,0.004553,RMS Threshold,0,0,1
2928,Normal,1,0.004078,RMS Threshold,0,0,1
2929,Normal,1,0.008536,RMS Threshold,0,0,1
2930,Normal,1,0.003948,RMS Threshold,0,0,1
2931,Normal,1,0.005271,RMS Threshold,0,0,1
2932,Baby_Cry,0.842873,0.018455,AST Model,0.842873,0.156968,0.000159
2933,Baby_Cry,0.520011,0.044551,AST Model,0.520011,0.479655,0.000334
2934,Noise,0.999072,0.010613,AST Model,0.00063,0.999072,0.000298
2935,Noise,0.997844,0.018883,AST Model,0.001969,0.997844,0.000187
2936,Normal,1,0.006348,RMS Threshold,0,0,1
2937,Noise,0.999678,0.015431,AST Model,0.000239,0.999678,8.20E-05
2938,Noise,0.957058,0.078498,AST Model,0.042277,0.957058,0.000665
2939,Noise,0.998798,0.009938,AST Model,0.000731,0.998798,0.000471
2940,Noise,0.991697,0.016894,AST Model,0.008011,0.991697,0.000292
2941,Normal,1,0.00885,RMS Threshold,0,0,1
2942,Noise,0.999173,0.010819,AST Model,0.000175,0.999173,0.000652
2943,Noise,0.98714,0.043563,AST Model,0.012743,0.98714,0.000116
2944,Noise,0.998587,0.022784,AST Model,0.001176,0.998587,0.000237
2945,Normal,1,0.002826,RMS Threshold,0,0,1
2946,Normal,1,0.006969,RMS Threshold,0,0,1
2947,Noise,0.999343,0.011057,AST Model,0.000566,0.999343,9.00E-05
2948,Normal,1,0.002218,RMS Threshold,0,0,1
2949,Normal,1,0.004846,RMS Threshold,0,0,1
2950,Noise,0.963025,0.041058,AST Model,0.036574,0.963025,0.000401
2951,Normal,1,0.00753,RMS Threshold,0,0,1
2952,Noise,0.998734,0.009997,AST Model,0.000295,0.998734,0.000971
2953,Baby_Cry,0.966553,0.072841,AST Model,0.966553,0.03223,0.001217
2954,Noise,0.999225,0.010595,AST Model,0.00061,0.999225,0.000165
2955,Noise,0.826092,0.060336,AST Model,0.172829,0.826092,0.001079
2956,Normal,1,0.008686,RMS Threshold,0,0,1
2957,Noise,0.999596,0.009702,AST Model,3.20E-05,0.999596,0.000372
2958,Normal,1,0.007869,RMS Threshold,0,0,1
2959,Noise,0.97149,0.051638,AST Model,0.02649,0.97149,0.00202
2960,Noise,0.999646,0.009034,AST Model,0.000223,0.999646,0.000131
2961,Noise,0.951931,0.08682,AST Model,0.047128,0.951931,0.00094
2962,Normal,1,0.008409,RMS Threshold,0,0,1
2963,Noise,0.988893,0.009475,AST Model,0.000385,0.988893,0.010721
2964,Noise,0.999183,0.009285,AST Model,0.000546,0.999183,0.000272
2965,Noise,0.60544,0.034846,AST Model,0.391538,0.60544,0.003022
2966,Normal,1,0.006461,RMS Threshold,0,0,1
2967,Noise,0.574,0.051741,AST Model,0.418981,0.574,0.007019
2968,Noise,0.999542,0.010321,AST Model,0.000212,0.999542,0.000246
2969,Noise,0.965264,0.009977,AST Model,0.033805,0.965264,0.000931
2970,Noise,0.998849,0.014568,AST Model,0.000769,0.998849,0.000382
2971,Noise,0.999592,0.011045,AST Model,0.000344,0.999592,6.40E-05
2972,Normal,1,0.006865,RMS Threshold,0,0,1
2973,Noise,0.992843,0.01073,AST Model,0.006892,0.992843,0.000265
2974,Noise,0.998594,0.017657,AST Model,0.001251,0.998594,0.000154
2975,Noise,0.998425,0.012448,AST Model,0.001381,0.998425,0.000195
2976,Normal,1,0.008764,RMS Threshold,0,0,1
2977,Noise,0.955362,0.044145,AST Model,0.042149,0.955362,0.00249
2978,Noise,0.997671,0.040878,AST Model,0.001802,0.997671,0.000527
2979,Noise,0.99904,0.009749,AST Model,0.00032,0.99904,0.00064
2980,Noise,0.975328,0.013955,AST Model,0.023476,0.975328,0.001196
2981,Normal,1,0.006367,RMS Threshold,0,0,1
2982,Normal,1,0.008249,RMS Threshold,0,0,1
2983,Normal,1,0.00832,RMS Threshold,0,0,1
2984,Noise,0.985815,0.014461,AST Model,0.013763,0.985815,0.000422
2985,Normal,1,0.008484,RMS Threshold,0,0,1
2986,Noise,0.975861,0.013327,AST Model,0.023527,0.975861,0.000612
2987,Normal,1,0.008599,RMS Threshold,0,0,1
2988,Noise,0.997771,0.026566,AST Model,0.00129,0.997771,0.00094
2989,Noise,0.99858,0.013001,AST Model,0.000744,0.99858,0.000676
2990,Noise,0.99879,0.009003,AST Model,0.000197,0.99879,0.001013
2991,Normal,1,0.008862,RMS Threshold,0,0,1
2992,Normal,1,0.002333,RMS Threshold,0,0,1
2993,Normal,1,0.008984,RMS Threshold,0,0,1
2994,Normal,1,0.005417,RMS Threshold,0,0,1
2995,Normal,1,0.003675,RMS Threshold,0,0,1
2996,Normal,1,0.008964,RMS Threshold,0,0,1
2997,Normal,1,0.008746,RMS Threshold,0,0,1
2998,Noise,0.999319,0.009438,AST Model,0.000187,0.999319,0.000493
2999,Noise,0.997409,0.050583,AST Model,0.002161,0.997409,0.00043
3000,Normal,1,0.00328,RMS Threshold,0,0,1
3001,Normal,1,0.002783,RMS Threshold,0,0,1
3002,Noise,0.997938,0.019608,AST Model,0.001887,0.997938,0.000175
3003,Noise,0.99764,0.009067,AST Model,0.002203,0.99764,0.000158
3004,Normal,1,0.001968,RMS Threshold,0,0,1
3005,Normal,1,0.008676,RMS Threshold,0,0,1
3006,Noise,0.998728,0.030088,AST Model,0.001211,0.998728,6.20E-05
3007,Normal,1,0.008874,RMS Threshold,0,0,1
3008,Noise,0.99986,0.009538,AST Model,6.60E-05,0.99986,7.40E-05
3009,Normal,1,0.007856,RMS Threshold,0,0,1
3010,Normal,1,0.007937,RMS Threshold,0,0,1
3011,Normal,1,0.008167,RMS Threshold,0,0,1
3012,Noise,0.999794,0.009745,AST Model,9.30E-05,0.999794,0.000113
3013,Noise,0.999694,0.009377,AST Model,6.30E-05,0.999694,0.000243
3014,Noise,0.99253,0.009115,AST Model,0.00025,0.99253,0.007221
3015,Noise,0.994498,0.033392,AST Model,0.005106,0.994498,0.000396
3016,Normal,1,0.008547,RMS Threshold,0,0,1
3017,Normal,1,0.008267,RMS Threshold,0,0,1
3018,Normal,1,0.00743,RMS Threshold,0,0,1
3019,Normal,1,0.008264,RMS Threshold,0,0,1
3020,Normal,1,0.008723,RMS Threshold,0,0,1
3021,Normal,1,0.008215,RMS Threshold,0,0,1
3022,Noise,0.993287,0.011246,AST Model,0.006288,0.993287,0.000425
3023,Noise,0.998913,0.019341,AST Model,0.000855,0.998913,0.000232
3024,Normal,1,0.00741,RMS Threshold,0,0,1
3025,Noise,0.987987,0.021851,AST Model,0.009514,0.987987,0.002499
3026,Noise,0.994978,0.009976,AST Model,0.000321,0.994978,0.004702
3027,Normal,1,0.0083,RMS Threshold,0,0,1
3028,Normal,1,0.008834,RMS Threshold,0,0,1
3029,Noise,0.993867,0.009355,AST Model,0.000135,0.993867,0.005998
3030,Normal,1,0.006807,RMS Threshold,0,0,1
3031,Noise,0.999311,0.009454,AST Model,0.000512,0.999311,0.000177
3032,Normal,1,0.008059,RMS Threshold,0,0,1
3033,Noise,0.996788,0.016062,AST Model,0.002678,0.996788,0.000534
3034,Normal,1,0.007688,RMS Threshold,0,0,1
3035,Noise,0.999443,0.009509,AST Model,0.000222,0.999443,0.000335
3036,Normal,1,0.007801,RMS Threshold,0,0,1
3037,Normal,1,0.008318,RMS Threshold,0,0,1
3038,Noise,0.92889,0.05133,AST Model,0.07072,0.92889,0.000391
3039,Normal,1,0.007937,RMS Threshold,0,0,1
3040,Noise,0.997928,0.014047,AST Model,0.001592,0.997928,0.000481
3041,Normal,1,0.008423,RMS Threshold,0,0,1
3042,Noise,0.999606,0.00922,AST Model,4.50E-05,0.999606,0.000349
3043,Normal,1,0.003679,RMS Threshold,0,0,1
3044,Normal,1,0.008564,RMS Threshold,0,0,1
3045,Noise,0.998361,0.047592,AST Model,0.00158,0.998361,5.90E-05
3046,Noise,0.998382,0.012224,AST Model,0.000848,0.998382,0.00077
3047,Normal,1,0.008073,RMS Threshold,0,0,1
3048,Normal,1,0.008878,RMS Threshold,0,0,1
3049,Normal,1,0.008944,RMS Threshold,0,0,1
3050,Noise,0.988536,0.057329,AST Model,0.010424,0.988536,0.00104
3051,Noise,0.989702,0.010562,AST Model,0.009577,0.989702,0.00072
3052,Normal,1,0.007828,RMS Threshold,0,0,1
3053,Noise,0.998179,0.010042,AST Model,7.00E-05,0.998179,0.001751
3054,Noise,0.999485,0.009489,AST Model,0.000152,0.999485,0.000363
3055,Normal,1,0.008395,RMS Threshold,0,0,1
3056,Noise,0.999483,0.009141,AST Model,0.000274,0.999483,0.000243
3057,Noise,0.999595,0.009725,AST Model,6.40E-05,0.999595,0.000341
3058,Noise,0.999127,0.009785,AST Model,0.000303,0.999127,0.00057
3059,Normal,1,0.006416,RMS Threshold,0,0,1
3060,Normal,1,0.008474,RMS Threshold,0,0,1
3061,Normal,1,0.008326,RMS Threshold,0,0,1
3062,Noise,0.999378,0.009523,AST Model,0.000301,0.999378,0.000321
3063,Normal,1,0.008964,RMS Threshold,0,0,1
3064,Noise,0.99876,0.072738,AST Model,0.000736,0.99876,0.000504
3065,Noise,0.997477,0.039284,AST Model,0.002426,0.997477,9.70E-05
3066,Noise,0.999705,0.009259,AST Model,8.70E-05,0.999705,0.000208
3067,Normal,1,0.008444,RMS Threshold,0,0,1
3068,Noise,0.730732,0.014069,AST Model,0.266017,0.730732,0.003251
3069,Normal,1,0.0085,RMS Threshold,0,0,1
3070,Noise,0.522814,0.046155,AST Model,0.474348,0.522814,0.002838
3071,Noise,0.999459,0.009407,AST Model,0.00031,0.999459,0.00023
3072,Normal,1,0.00811,RMS Threshold,0,0,1
3073,Normal,1,0.008001,RMS Threshold,0,0,1
3074,Normal,1,0.008334,RMS Threshold,0,0,1
3075,Noise,0.998604,0.010145,AST Model,0.001123,0.998604,0.000273
3076,Noise,0.99871,0.00971,AST Model,0.000385,0.99871,0.000905
3077,Noise,0.999621,0.011654,AST Model,6.20E-05,0.999621,0.000317
3078,Noise,0.99768,0.009626,AST Model,0.001133,0.99768,0.001187
3079,Normal,1,0.007634,RMS Threshold,0,0,1
3080,Noise,0.998699,0.009046,AST Model,0.000129,0.998699,0.001172
3081,Normal,1,0.008731,RMS Threshold,0,0,1
3082,Normal,1,0.008825,RMS Threshold,0,0,1
3083,Normal,1,0.00381,RMS Threshold,0,0,1
3084,Noise,0.998784,0.009476,AST Model,5.40E-05,0.998784,0.001162
3085,Normal,1,0.008227,RMS Threshold,0,0,1
3086,Normal,1,0.007818,RMS Threshold,0,0,1
3087,Normal,1,0.005895,RMS Threshold,0,0,1
3088,Normal,1,0.007471,RMS Threshold,0,0,1
3089,Normal,1,0.003557,RMS Threshold,0,0,1
3090,Normal,1,0.00514,RMS Threshold,0,0,1
3091,Normal,1,0.007085,RMS Threshold,0,0,1
3092,Normal,1,0.008129,RMS Threshold,0,0,1
3093,Noise,0.999675,0.009801,AST Model,0.00011,0.999675,0.000215
3094,Normal,1,0.007376,RMS Threshold,0,0,1
3095,Noise,0.999238,0.010054,AST Model,0.000447,0.999238,0.000314
3096,Normal,1,0.008962,RMS Threshold,0,0,1
3097,Normal,1,0.00854,RMS Threshold,0,0,1
3098,Normal,1,0.008372,RMS Threshold,0,0,1
3099,Noise,0.999797,0.00922,AST Model,8.10E-05,0.999797,0.000121
3100,Normal,1,0.008873,RMS Threshold,0,0,1
3101,Normal,1,0.008299,RMS Threshold,0,0,1
3102,Noise,0.999026,0.010606,AST Model,0.000506,0.999026,0.000468
3103,Noise,0.995376,0.009269,AST Model,0.00152,0.995376,0.003103
3104,Normal,1,0.007874,RMS Threshold,0,0,1
3105,Normal,1,0.007365,RMS Threshold,0,0,1
3106,Normal,1,0.008263,RMS Threshold,0,0,1
3107,Normal,1,0.006545,RMS Threshold,0,0,1
3108,Normal,1,0.008632,RMS Threshold,0,0,1
3109,Normal,1,0.007365,RMS Threshold,0,0,1
3110,Normal,1,0.008439,RMS Threshold,0,0,1
3111,Normal,1,0.00707,RMS Threshold,0,0,1
3112,Normal,1,0.008891,RMS Threshold,0,0,1
3113,Noise,0.999322,0.010789,AST Model,0.000147,0.999322,0.00053
3114,Normal,1,0.006517,RMS Threshold,0,0,1
3115,Noise,0.999439,0.009839,AST Model,0.000236,0.999439,0.000325
3116,Normal,1,0.007992,RMS Threshold,0,0,1
3117,Noise,0.999528,0.010179,AST Model,0.000128,0.999528,0.000344
3118,Normal,1,0.008524,RMS Threshold,0,0,1
3119,Noise,0.998138,0.009536,AST Model,0.001513,0.998138,0.000349
3120,Normal,1,0.007199,RMS Threshold,0,0,1
3121,Normal,1,0.008006,RMS Threshold,0,0,1
3122,Noise,0.999664,0.010605,AST Model,0.0001,0.999664,0.000236
3123,Normal,1,0.008766,RMS Threshold,0,0,1
3124,Normal,1,0.006701,RMS Threshold,0,0,1
3125,Normal,1,0.004159,RMS Threshold,0,0,1
3126,Normal,1,0.006121,RMS Threshold,0,0,1
3127,Normal,1,0.007359,RMS Threshold,0,0,1
3128,Normal,1,0.008642,RMS Threshold,0,0,1
3129,Normal,1,0.007015,RMS Threshold,0,0,1
3130,Normal,1,0.007391,RMS Threshold,0,0,1
3131,Normal,1,0.008755,RMS Threshold,0,0,1
3132,Noise,0.996286,0.012193,AST Model,0.003512,0.996286,0.000203
3133,Normal,1,0.004567,RMS Threshold,0,0,1
3134,Normal,1,0.004389,RMS Threshold,0,0,1
3135,Normal,1,0.003501,RMS Threshold,0,0,1
3136,Baby_Cry,0.991094,0.009507,AST Model,0.991094,0.008641,0.000265
3137,Baby_Cry,0.968514,0.023521,AST Model,0.968514,0.031335,0.000151
3138,Normal,1,0.002658,RMS Threshold,0,0,1
3139,Baby_Cry,0.996176,0.025941,AST Model,0.996176,0.003684,0.00014
3140,Baby_Cry,0.99161,0.019499,AST Model,0.99161,0.008193,0.000197
3141,Baby_Cry,0.862883,0.021591,AST Model,0.862883,0.136654,0.000463
3142,Baby_Cry,0.647254,0.012289,AST Model,0.647254,0.352443,0.000304
3143,Baby_Cry,0.884547,0.024768,AST Model,0.884547,0.114668,0.000786
3144,Baby_Cry,0.961585,0.021189,AST Model,0.961585,0.038165,0.00025
3145,Normal,1,0.005184,RMS Threshold,0,0,1
3146,Normal,1,0.006175,RMS Threshold,0,0,1
3147,Baby_Cry,0.952254,0.013965,AST Model,0.952254,0.04718,0.000567
3148,Baby_Cry,0.984757,0.015636,AST Model,0.984757,0.015009,0.000235
3149,Baby_Cry,0.991633,0.014818,AST Model,0.991633,0.008238,0.00013
3150,Normal,1,0.006005,RMS Threshold,0,0,1
3151,Normal,1,0.00733,RMS Threshold,0,0,1
3152,Normal,1,0.004358,RMS Threshold,0,0,1
3153,Normal,1,0.00322,RMS Threshold,0,0,1
3154,Baby_Cry,0.988297,0.013985,AST Model,0.988297,0.011467,0.000236
3155,Baby_Cry,0.65071,0.019348,AST Model,0.65071,0.348912,0.000378
3156,Baby_Cry,0.747432,0.010178,AST Model,0.747432,0.251743,0.000825
3157,Baby_Cry,0.967119,0.022009,AST Model,0.967119,0.032745,0.000136
3158,Baby_Cry,0.650533,0.018279,AST Model,0.650533,0.348877,0.00059
3159,Normal,1,0.005787,RMS Threshold,0,0,1
3160,Baby_Cry,0.874581,0.013151,AST Model,0.874581,0.125154,0.000265
3161,Baby_Cry,0.894274,0.017283,AST Model,0.894274,0.105115,0.000611
3162,Baby_Cry,0.992955,0.021353,AST Model,0.992955,0.006799,0.000246
3163,Baby_Cry,0.983475,0.013737,AST Model,0.983475,0.01629,0.000235
3164,Normal,1,0.004336,RMS Threshold,0,0,1
3165,Normal,1,0.005709,RMS Threshold,0,0,1
3166,Normal,1,0.007445,RMS Threshold,0,0,1
3167,Normal,1,0.007254,RMS Threshold,0,0,1
3168,Normal,1,0.007349,RMS Threshold,0,0,1
3169,Noise,0.892489,0.011741,AST Model,0.107318,0.892489,0.000193
3170,Baby_Cry,0.701572,0.011986,AST Model,0.701572,0.298005,0.000424
3171,Baby_Cry,0.86968,0.0113,AST Model,0.86968,0.129584,0.000736
3172,Baby_Cry,0.595419,0.010852,AST Model,0.595419,0.404097,0.000485
3173,Normal,1,0.003897,RMS Threshold,0,0,1
3174,Baby_Cry,0.992271,0.015262,AST Model,0.992271,0.007566,0.000163
3175,Baby_Cry,0.956063,0.023037,AST Model,0.956063,0.043451,0.000486
3176,Baby_Cry,0.83956,0.021266,AST Model,0.83956,0.160039,0.000401
3177,Baby_Cry,0.997629,0.044209,AST Model,0.997629,0.00229,8.10E-05
3178,Baby_Cry,0.835736,0.013136,AST Model,0.835736,0.163778,0.000486
3179,Baby_Cry,0.969216,0.015866,AST Model,0.969216,0.030416,0.000368
3180,Normal,1,0.004927,RMS Threshold,0,0,1
3181,Normal,1,0.003335,RMS Threshold,0,0,1
3182,Baby_Cry,0.995502,0.014633,AST Model,0.995502,0.004298,0.0002
3183,Normal,1,0.005796,RMS Threshold,0,0,1
3184,Normal,1,0.006687,RMS Threshold,0,0,1
3185,Baby_Cry,0.954917,0.013976,AST Model,0.954917,0.044907,0.000176
3186,Normal,1,0.003098,RMS Threshold,0,0,1
3187,Baby_Cry,0.993985,0.01678,AST Model,0.993985,0.005957,5.90E-05
3188,Baby_Cry,0.979408,0.010358,AST Model,0.979408,0.020338,0.000254
3189,Baby_Cry,0.993749,0.036417,AST Model,0.993749,0.006076,0.000175
3190,Normal,1,0.008117,RMS Threshold,0,0,1
3191,Normal,1,0.006619,RMS Threshold,0,0,1
3192,Baby_Cry,0.793369,0.017372,AST Model,0.793369,0.205991,0.000641
3193,Baby_Cry,0.996127,0.015372,AST Model,0.996127,0.003791,8.20E-05
3194,Normal,1,0.005315,RMS Threshold,0,0,1
3195,Baby_Cry,0.974388,0.016675,AST Model,0.974388,0.025243,0.000369
3196,Baby_Cry,0.977928,0.015741,AST Model,0.977928,0.021843,0.000229
3197,Noise,0.547369,0.009778,AST Model,0.452123,0.547369,0.000509
3198,Baby_Cry,0.778772,0.011109,AST Model,0.778772,0.220781,0.000446
3199,Baby_Cry,0.995267,0.020832,AST Model,0.995267,0.004582,0.000151
3200,Baby_Cry,0.996942,0.012603,AST Model,0.996942,0.002891,0.000167
3201,Baby_Cry,0.950848,0.018863,AST Model,0.950848,0.048535,0.000616
3202,Normal,1,0.004345,RMS Threshold,0,0,1
3203,Normal,1,0.002801,RMS Threshold,0,0,1
3204,Normal,1,0.006695,RMS Threshold,0,0,1
3205,Baby_Cry,0.927206,0.014486,AST Model,0.927206,0.072635,0.000159
3206,Baby_Cry,0.997003,0.018287,AST Model,0.997003,0.002742,0.000255
3207,Normal,1,0.006931,RMS Threshold,0,0,1
3208,Baby_Cry,0.947748,0.01988,AST Model,0.947748,0.052125,0.000126
3209,Baby_Cry,0.76219,0.011542,AST Model,0.76219,0.237499,0.000312
3210,Baby_Cry,0.97982,0.019306,AST Model,0.97982,0.020011,0.000169
3211,Baby_Cry,0.874192,0.030321,AST Model,0.874192,0.125245,0.000563
3212,Baby_Cry,0.975721,0.014393,AST Model,0.975721,0.024177,0.000102
3213,Normal,1,0.002762,RMS Threshold,0,0,1
3214,Baby_Cry,0.996365,0.016776,AST Model,0.996365,0.003551,8.40E-05
3215,Baby_Cry,0.755333,0.012317,AST Model,0.755333,0.243919,0.000748
3216,Normal,1,0.002419,RMS Threshold,0,0,1
3217,Normal,1,0.002648,RMS Threshold,0,0,1
3218,Normal,1,0.007445,RMS Threshold,0,0,1
3219,Baby_Cry,0.996105,0.018951,AST Model,0.996105,0.003613,0.000283
3220,Baby_Cry,0.986948,0.014365,AST Model,0.986948,0.012688,0.000364
3221,Normal,1,0.003214,RMS Threshold,0,0,1
3222,Baby_Cry,0.991131,0.018602,AST Model,0.991131,0.008543,0.000326
3223,Baby_Cry,0.853611,0.010327,AST Model,0.853611,0.146159,0.00023
3224,Baby_Cry,0.991098,0.020753,AST Model,0.991098,0.008782,0.000119
3225,Normal,1,0.007589,RMS Threshold,0,0,1
3226,Normal,1,0.004461,RMS Threshold,0,0,1
3227,Baby_Cry,0.779012,0.010505,AST Model,0.779012,0.219891,0.001098
3228,Normal,1,0.00722,RMS Threshold,0,0,1
3229,Normal,1,0.005506,RMS Threshold,0,0,1
3230,Normal,1,0.008413,RMS Threshold,0,0,1
3231,Normal,1,0.00438,RMS Threshold,0,0,1
3232,Baby_Cry,0.996364,0.010941,AST Model,0.996364,0.003526,0.00011
3233,Baby_Cry,0.928239,0.024528,AST Model,0.928239,0.07045,0.001312
3234,Normal,1,0.005516,RMS Threshold,0,0,1
3235,Normal,1,0.006515,RMS Threshold,0,0,1
3236,Baby_Cry,0.573501,0.021853,AST Model,0.573501,0.426013,0.000486
3237,Baby_Cry,0.928571,0.010161,AST Model,0.928571,0.070494,0.000935
3238,Baby_Cry,0.981412,0.023859,AST Model,0.981412,0.018357,0.000232
3239,Normal,1,0.00845,RMS Threshold,0,0,1
3240,Normal,1,0.003747,RMS Threshold,0,0,1
3241,Baby_Cry,0.870843,0.014208,AST Model,0.870843,0.128857,0.000299
3242,Normal,1,0.007096,RMS Threshold,0,0,1
3243,Normal,1,0.00895,RMS Threshold,0,0,1
3244,Baby_Cry,0.981412,0.038459,AST Model,0.981412,0.018454,0.000135
3245,Normal,1,0.004694,RMS Threshold,0,0,1
3246,Normal,1,0.004597,RMS Threshold,0,0,1
3247,Baby_Cry,0.576626,0.023366,AST Model,0.576626,0.421914,0.00146
3248,Normal,1,0.003358,RMS Threshold,0,0,1
3249,Noise,0.80788,0.011734,AST Model,0.191415,0.80788,0.000705
3250,Noise,0.938046,0.021112,AST Model,0.061489,0.938046,0.000464
3251,Normal,1,0.00249,RMS Threshold,0,0,1
3252,Baby_Cry,0.932277,0.01108,AST Model,0.932277,0.067318,0.000405
3253,Normal,1,0.002743,RMS Threshold,0,0,1
3254,Normal,1,0.001982,RMS Threshold,0,0,1
3255,Normal,1,0.004706,RMS Threshold,0,0,1
3256,Noise,0.516614,0.017339,AST Model,0.482542,0.516614,0.000845
3257,Baby_Cry,0.858616,0.014565,AST Model,0.858616,0.140211,0.001174
3258,Normal,1,0.003063,RMS Threshold,0,0,1
3259,Baby_Cry,0.975079,0.031903,AST Model,0.975079,0.024722,0.000199
